,address,street_name,street_type,street_quad,house_number,address_type,longitude,latitude,location,point,:@computed_region_4a3i_ccfj,:@computed_region_4b54_tmc4,:@computed_region_kxmf_bzkv,:@computed_region_hq2j_w7j9,:@computed_region_p8tp_5dkv,house_alpha
78,50 CANDLE TC SW,CANDLE,TC,SW,50,Parcel,-114.08354542644625,50.93823683551961,"{'latitude': '50.93823683551961', 'longitude': '-114.08354542644625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08354542644625, 50.93823683551961]}",1,5,283,24,6,
79,8 PATINA HL SW,PATINA,HL,SW,8,Parcel,-114.17268531517051,51.06255606059299,"{'latitude': '51.06255606059299', 'longitude': '-114.17268531517051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17268531517051, 51.06255606059299]}",1,1,275,62,14,
80,606 MCKINNON DR NE,MCKINNON,DR,NE,606,Parcel,-114.00465135933861,51.0568272088598,"{'latitude': '51.0568272088598', 'longitude': '-114.00465135933861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00465135933861, 51.0568272088598]}",4,12,140,249,3,
81,141 PANAMOUNT DR NW,PANAMOUNT,DR,NW,141,Parcel,-114.07170055865726,51.15564957860291,"{'latitude': '51.15564957860291', 'longitude': '-114.07170055865726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07170055865726, 51.15564957860291]}",2,11,235,95,12,
82,259 CITADEL PA NW,CITADEL,PA,NW,259,Parcel,-114.17432752835244,51.140996719916316,"{'latitude': '51.140996719916316', 'longitude': '-114.17432752835244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.17432752835244, 51.140996719916316]}",2,3,247,177,10,
83,626 EDGEBANK PL NW,EDGEBANK,PL,NW,626,Parcel,-114.1391849541777,51.131168951925325,"{'latitude': '51.131168951925325', 'longitude': '-114.1391849541777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1391849541777, 51.131168951925325]}",2,2,272,59,4,
84,219 SPRINGBANK VI SW,SPRINGBANK,VI,SW,219,Parcel,-114.19163156698323,51.01886963266316,"{'latitude': '51.01886963266316', 'longitude': '-114.19163156698323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.19163156698323, 51.01886963266316]}",1,1,289,22,14,
85,3319 BARR RD NW,BARR,RD,NW,3319,Parcel,-114.13485896057223,51.09242399351625,"{'latitude': '51.09242399351625', 'longitude': '-114.13485896057223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13485896057223, 51.09242399351625]}",2,7,50,280,4,
86,210 PANAMOUNT LD NW,PANAMOUNT,LD,NW,210,Parcel,-114.091159621006,51.15552760979892,"{'latitude': '51.15552760979892', 'longitude': '-114.091159621006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.091159621006, 51.15552760979892]}",2,11,235,95,12,
87,4628 MONTALBAN DR NW,MONTALBAN,DR,NW,4628,Parcel,-114.15438759637703,51.077810652319265,"{'latitude': '51.077810652319265', 'longitude': '-114.15438759637703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.15438759637703, 51.077810652319265]}",2,13,24,239,7,
88,315 TREMBLANT WY SW,TREMBLANT,WY,SW,315,Parcel,-114.22058044692967,51.03649696289851,"{'latitude': '51.03649696289851', 'longitude': '-114.22058044692967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.22058044692967, 51.03649696289851]}",1,1,289,22,14,
89,4767 NELSON RD NW,NELSON,RD,NW,4767,Parcel,-114.09211552483718,51.095167611285646,"{'latitude': '51.095167611285646', 'longitude': '-114.09211552483718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09211552483718, 51.095167611285646]}",2,2,61,277,4,
90,2006 31 ST SW,31,ST,SW,2006,Parcel,-114.1324739716383,51.035960584376205,"{'latitude': '51.035960584376205', 'longitude': '-114.1324739716383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1324739716383, 51.035960584376205]}",1,14,182,38,2,
91,46 PANORAMA HILLS RD NW,PANORAMA HILLS,RD,NW,46,Parcel,-114.07051695733814,51.15155620694584,"{'latitude': '51.15155620694584', 'longitude': '-114.07051695733814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07051695733814, 51.15155620694584]}",2,11,235,95,12,
92,1089 32 AV NE,32,AV,NE,1089,Parcel,-114.03808847446,51.08144260489035,"{'latitude': '51.08144260489035', 'longitude': '-114.03808847446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.03808847446, 51.08144260489035]}",4,10,88,202,4,
93,518 20 AV NW,20,AV,NW,518,Parcel,-114.07252166808877,51.07065792188759,"{'latitude': '51.07065792188759', 'longitude': '-114.07252166808877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07252166808877, 51.07065792188759]}",2,7,17,256,7,
94,3530 2 AV SW,2,AV,SW,3530,Parcel,-114.13747992430636,51.05127304146088,"{'latitude': '51.05127304146088', 'longitude': '-114.13747992430636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13747992430636, 51.05127304146088]}",1,14,118,259,2,
95,204 BERNARD ME NW,BERNARD,ME,NW,204,Parcel,-114.07694647568816,51.1357933455245,"{'latitude': '51.1357933455245', 'longitude': '-114.07694647568816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07694647568816, 51.1357933455245]}",2,2,273,60,4,
96,183 EDGEPARK BV NW,EDGEPARK,BV,NW,183,Parcel,-114.1574224357214,51.12978308269761,"{'latitude': '51.12978308269761', 'longitude': '-114.1574224357214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1574224357214, 51.12978308269761]}",2,2,272,59,4,
97,2320 35 AV NE,35,AV,NE,2320,Parcel,-114.00660577691454,51.084011758580964,"{'latitude': '51.084011758580964', 'longitude': '-114.00660577691454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.00660577691454, 51.084011758580964]}",4,9,72,67,3,
98,228 LYNNVIEW WY SE,LYNNVIEW,WY,SE,228,Parcel,-114.01859580915192,50.99568988683859,"{'latitude': '50.99568988683859', 'longitude': '-114.01859580915192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.01859580915192, 50.99568988683859]}",3,10,28,242,11,
99,1661 112 AV NW,112,AV,NW,1661,Parcel,-114.09778877113494,51.15404627715405,"{'latitude': '51.15404627715405', 'longitude': '-114.09778877113494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09778877113494, 51.15404627715405]}",2,11,235,95,12,
100,4107 15A ST SW,15A,ST,SW,4107,Parcel,-114.0992144457689,51.01783075945914,"{'latitude': '51.01783075945914', 'longitude': '-114.0992144457689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0992144457689, 51.01783075945914]}",1,8,200,267,2,
101,2175 50 AV SE,50,AV,SE,2175,Parcel,-114.0088703086635,51.00857725055299,"{'latitude': '51.00857725055299', 'longitude': '-114.0088703086635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0088703086635, 51.00857725055299]}",3,10,233,186,11,
102,4027 DOVERCREST DR SE,DOVERCREST,DR,SE,4027,Parcel,-113.98894251343081,51.01781513469615,"{'latitude': '51.01781513469615', 'longitude': '-113.98894251343081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98894251343081, 51.01781513469615]}",3,10,196,1,11,
103,927 42 ST SE,42,ST,SE,927,Parcel,-113.97303937568118,51.04433284453528,"{'latitude': '51.04433284453528', 'longitude': '-113.97303937568118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.97303937568118, 51.04433284453528]}",3,12,85,211,11,
104,167 TUSCANY MEADOWS HE NW,TUSCANY MEADOWS,HE,NW,167,Parcel,-114.24384288416357,51.114040302145874,"{'latitude': '51.114040302145874', 'longitude': '-114.24384288416357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.24384288416357, 51.114040302145874]}",2,13,158,107,9,
105,11 RUNDLEFIELD CL NE,RUNDLEFIELD,CL,NE,11,Parcel,-113.96688104638154,51.06883023990567,"{'latitude': '51.06883023990567', 'longitude': '-113.96688104638154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96688104638154, 51.06883023990567]}",4,9,34,291,3,
106,6004 ELBOW DR SW,ELBOW,DR,SW,6004,Parcel,-114.08284230352544,50.999610914042506,"{'latitude': '50.999610914042506', 'longitude': '-114.08284230352544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.08284230352544, 50.999610914042506]}",1,8,64,210,5,
107,203 FALLSWATER RD NE,FALLSWATER,RD,NE,203,Parcel,-113.93912751113174,51.098335472648316,"{'latitude': '51.098335472648316', 'longitude': '-113.93912751113174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93912751113174, 51.098335472648316]}",4,9,56,278,1,
108,139 RANCHVIEW ME NW,RANCHVIEW,ME,NW,139,Parcel,-114.1739775913399,51.11812157655665,"{'latitude': '51.11812157655665', 'longitude': '-114.1739775913399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1739775913399, 51.11812157655665]}",2,3,245,174,10,
109,48 PENEDO PL SE,PENEDO,PL,SE,48,Parcel,-113.94422834925237,51.043418729767524,"{'latitude': '51.043418729767524', 'longitude': '-113.94422834925237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94422834925237, 51.043418729767524]}",3,12,30,244,11,
110,189 EVEROAK CL SW,EVEROAK,CL,SW,189,Parcel,-114.11264446622555,50.914544802634104,"{'latitude': '50.914544802634104', 'longitude': '-114.11264446622555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.11264446622555, 50.914544802634104]}",1,5,39,257,6,
111,3611 13 ST SW,13,ST,SW,3611,Parcel,-114.09246563933289,51.022807818951755,"{'latitude': '51.022807818951755', 'longitude': '-114.09246563933289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.09246563933289, 51.022807818951755]}",1,8,70,75,5,
112,2216 GLENWOOD DR SW,GLENWOOD,DR,SW,2216,Parcel,-114.14354819479472,51.034140179940714,"{'latitude': '51.034140179940714', 'longitude': '-114.14354819479472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.14354819479472, 51.034140179940714]}",1,1,41,286,14,
113,34 SOMERGLEN CR SW,SOMERGLEN,CR,SW,34,Parcel,-114.07447206579593,50.89728384998749,"{'latitude': '50.89728384998749', 'longitude': '-114.07447206579593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07447206579593, 50.89728384998749]}",1,5,55,125,6,
114,4140 MARYVALE RD NE,MARYVALE,RD,NE,4140,Parcel,-113.9729677260275,51.05710592226616,"{'latitude': '51.05710592226616', 'longitude': '-113.9729677260275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9729677260275, 51.05710592226616]}",4,12,77,80,3,
115,232 CORAL SANDS PL NE,CORAL SANDS,PL,NE,232,Parcel,-113.93026780086362,51.09757983471454,"{'latitude': '51.09757983471454', 'longitude': '-113.93026780086362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93026780086362, 51.09757983471454]}",4,9,293,87,3,
116,70 WHITMAN CL NE,WHITMAN,CL,NE,70,Parcel,-113.9794969295798,51.082059621891815,"{'latitude': '51.082059621891815', 'longitude': '-113.9794969295798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.9794969295798, 51.082059621891815]}",4,9,145,251,3,
117,3535 48 ST NE,48,ST,NE,3535,Parcel,-113.96406440510658,51.0847156536795,"{'latitude': '51.0847156536795', 'longitude': '-113.96406440510658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96406440510658, 51.0847156536795]}",4,9,145,251,3,
118,3 AUTUMN PL SE,AUTUMN,PL,SE,3,Parcel,-113.96590516872345,50.89768596448862,"{'latitude': '50.89768596448862', 'longitude': '-113.96590516872345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.96590516872345, 50.89768596448862]}",3,4,95,217,8,
119,156 SOMERSIDE CL SW,SOMERSIDE,CL,SW,156,Parcel,-114.0927680204551,50.90019009197815,"{'latitude': '50.90019009197815', 'longitude': '-114.0927680204551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.0927680204551, 50.90019009197815]}",1,5,55,125,6,
120,93 MCKENZIE LAKE PT SE,MCKENZIE LAKE,PT,SE,93,Parcel,-113.98155671015874,50.908325732630274,"{'latitude': '50.908325732630274', 'longitude': '-113.98155671015874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.98155671015874, 50.908325732630274]}",3,4,296,89,13,
121,448 BRACEWOOD CR SW,BRACEWOOD,CR,SW,448,Parcel,-114.10854664262455,50.953391863801876,"{'latitude': '50.953391863801876', 'longitude': '-114.10854664262455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.10854664262455, 50.953391863801876]}",1,8,23,238,5,
122,304 SKYVIEW RANCH GV NE,SKYVIEW RANCH,GV,NE,304,Parcel,-113.94768984732946,51.16319125312812,"{'latitude': '51.16319125312812', 'longitude': '-113.94768984732946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.94768984732946, 51.16319125312812]}",4,11,12,132,1,
123,5324 BARRETT DR NW,BARRETT,DR,NW,5324,Parcel,-114.13406351084892,51.101927029795014,"{'latitude': '51.101927029795014', 'longitude': '-114.13406351084892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.13406351084892, 51.101927029795014]}",2,7,50,280,4,
124,2824 32 ST SW,32,ST,SW,2824,Parcel,-114.1339895494894,51.02925671417776,"{'latitude': '51.02925671417776', 'longitude': '-114.1339895494894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.1339895494894, 51.02925671417776]}",1,14,182,38,2,
125,45 ASPEN SUMMIT DR SW,ASPEN SUMMIT,DR,SW,45,Parcel,-114.20375647473544,51.03965593993336,"{'latitude': '51.03965593993336', 'longitude': '-114.20375647473544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.20375647473544, 51.03965593993336]}",1,1,48,284,14,
126,1911 65 ST NE,65,ST,NE,1911,Parcel,-113.93955865067174,51.0696512936927,"{'latitude': '51.0696512936927', 'longitude': '-113.93955865067174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.93955865067174, 51.0696512936927]}",4,9,36,294,3,
127,6 COUNTRY HILLS CV NW,COUNTRY HILLS,CV,NW,6,Parcel,-114.07090860064446,51.145736461701446,"{'latitude': '51.145736461701446', 'longitude': '-114.07090860064446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07090860064446, 51.145736461701446]}",2,2,172,79,12,
128,959 LIVINGSTON WY NE,LIVINGSTON,WY,NE,959,Parcel,-114.06202674802543,51.18468947110702,"{'latitude': '51.18468947110702', 'longitude': '-114.06202674802543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.06202674802543, 51.18468947110702]}",4,11,246,10,12,
129,321 NOLANCREST HT NW,NOLANCREST,HT,NW,321,Parcel,-114.16878335682904,51.175086733014886,"{'latitude': '51.175086733014886', 'longitude': '-114.16878335682904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.16878335682904, 51.175086733014886]}",2,3,188,188,10,
130,118 COUNTRY HILLS CV NW,COUNTRY HILLS,CV,NW,118,Parcel,-114.07013176852745,51.14539359107442,"{'latitude': '51.14539359107442', 'longitude': '-114.07013176852745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.07013176852745, 51.14539359107442]}",2,2,172,79,12,
131,5 ROCKBLUFF PL NW,ROCKBLUFF,PL,NW,5,Parcel,-114.25095307178428,51.14773083495465,"{'latitude': '51.14773083495465', 'longitude': '-114.25095307178428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.25095307178428, 51.14773083495465]}",2,13,193,165,9,
132,63 DEERPATH RD SE,DEERPATH,RD,SE,63,Parcel,-114.02527338003077,50.92425306721717,"{'latitude': '50.92425306721717', 'longitude': '-114.02527338003077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-114.02527338003077, 50.92425306721717]}",3,6,151,255,13,
